Month,MajorText,MinorText,CrimeCount,Spatial_DistrictName
201104,Other Notifiable Offences,Other Notifiable,11,Bromley
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,59,Bromley
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,23,Bromley
201104,Sexual Offences,Rape,2,Bromley
201104,Fraud and Forgery,Counted Per Victim,96,Bromley
201104,Violence Against The Person,Common Assault,83,Bromley
201104,Violence Against The Person,Assault With Injury,145,Bromley
201104,Theft and Handling,Theft From Motor Vehicle,180,Bromley
201104,Violence Against The Person,Offensive Weapon,10,Bromley
201104,Drugs,Possession Of Drugs,67,Bromley
201104,Theft and Handling,Theft From Shops,129,Bromley
201104,Robbery,Business Property,5,Harrow
201104,Criminal Damage,Criminal Damage To Other Building,13,Harrow
201104,Sexual Offences,Other Sexual,8,Harrow
201104,Theft and Handling,Other Theft,131,Harrow
201104,Criminal Damage,Criminal Damage To Motor Vehicle,56,Harrow
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,25,Harrow
201104,Fraud and Forgery,Other Fraud and Forgery,38,Harrow
201104,Criminal Damage,Other Criminal Damage,37,Harrow
201104,Violence Against The Person,Other Violence,8,Harrow
201104,Drugs,Drug Trafficking,2,Harrow
201104,Violence Against The Person,Wounding/GBH,18,Harrow
201104,Burglary,Burglary In A Dwelling,160,Harrow
201104,Violence Against The Person,Harassment,69,Harrow
201104,Theft and Handling,Theft Person,26,Harrow
201104,Other Notifiable Offences,Other Notifiable,21,Harrow
201104,Robbery,Personal Property,51,Harrow
201104,Criminal Damage,Criminal Damage To Dwelling,21,Harrow
201104,Burglary,Burglary In Other Buildings,46,Harrow
201104,Sexual Offences,Rape,3,Harrow
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,32,Harrow
201104,Theft and Handling,Motor Vehicle Interference and Tampering,11,Harrow
201104,Violence Against The Person,Common Assault,53,Harrow
201104,Violence Against The Person,Offensive Weapon,3,Harrow
201104,Theft and Handling,Theft From Shops,45,Harrow
201104,Theft and Handling,Handling Stolen Goods,4,Harrow
201104,Drugs,Possession Of Drugs,51,Harrow
201104,Theft and Handling,Theft From Motor Vehicle,96,Harrow
201104,Drugs,Other Drugs,1,Harrow
201104,Fraud and Forgery,Counted Per Victim,37,Harrow
201104,Violence Against The Person,Assault With Injury,85,Harrow
201104,Burglary,Burglary In Other Buildings,75,Brent
201104,Drugs,Other Drugs,2,Brent
201104,Drugs,Drug Trafficking,3,Brent
201104,Sexual Offences,Rape,6,Brent
201104,Theft and Handling,Theft From Motor Vehicle,209,Brent
201104,Theft and Handling,Theft Person,57,Brent
201104,Other Notifiable Offences,Other Notifiable,45,Brent
201104,Robbery,Personal Property,192,Brent
201104,Violence Against The Person,Harassment,173,Brent
201104,Violence Against The Person,Wounding/GBH,46,Brent
201104,Criminal Damage,Criminal Damage To Other Building,23,Brent
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,41,Brent
201104,Fraud and Forgery,Counted Per Victim,46,Brent
201104,Criminal Damage,Criminal Damage To Dwelling,64,Brent
201104,Burglary,Burglary In A Dwelling,207,Brent
201104,Other Notifiable Offences,Going Equipped,4,Brent
201104,Theft and Handling,Other Theft,213,Brent
201104,Drugs,Possession Of Drugs,388,Brent
201104,Theft and Handling,Theft From Shops,89,Brent
201104,Fraud and Forgery,Other Fraud and Forgery,42,Brent
201104,Criminal Damage,Other Criminal Damage,43,Brent
201104,Sexual Offences,Other Sexual,15,Brent
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,64,Brent
201104,Theft and Handling,Handling Stolen Goods,9,Brent
201104,Theft and Handling,Motor Vehicle Interference and Tampering,11,Brent
201104,Robbery,Business Property,14,Brent
201104,Violence Against The Person,Offensive Weapon,20,Brent
201104,Violence Against The Person,Common Assault,156,Brent
201104,Criminal Damage,Criminal Damage To Motor Vehicle,108,Brent
201104,Violence Against The Person,Assault With Injury,206,Brent
201104,Violence Against The Person,Other Violence,30,Brent
201104,Fraud and Forgery,Counted Per Victim,104,Greenwich
201104,Theft and Handling,Theft Person,47,Greenwich
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,47,Greenwich
201104,Burglary,Burglary In A Dwelling,118,Greenwich
201104,Robbery,Personal Property,62,Greenwich
201104,Other Notifiable Offences,Other Notifiable,25,Greenwich
201104,Drugs,Possession Of Drugs,87,Greenwich
201104,Theft and Handling,Motor Vehicle Interference and Tampering,12,Greenwich
201104,Criminal Damage,Criminal Damage To Motor Vehicle,96,Greenwich
201104,Sexual Offences,Rape,6,Greenwich
201104,Theft and Handling,Handling Stolen Goods,2,Greenwich
201104,Violence Against The Person,Assault With Injury,216,Greenwich
201104,Burglary,Burglary In Other Buildings,64,Greenwich
201104,Fraud and Forgery,Other Fraud and Forgery,23,Greenwich
201104,Criminal Damage,Other Criminal Damage,36,Greenwich
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,64,Greenwich
201104,Theft and Handling,Theft From Motor Vehicle,184,Greenwich
201104,Theft and Handling,Theft From Shops,86,Greenwich
201104,Drugs,Drug Trafficking,9,Greenwich
201104,Sexual Offences,Other Sexual,15,Greenwich
201104,Violence Against The Person,Harassment,79,Greenwich
201104,Violence Against The Person,Common Assault,110,Greenwich
201104,Robbery,Business Property,4,Greenwich
201104,Violence Against The Person,Offensive Weapon,9,Greenwich
201104,Criminal Damage,Criminal Damage To Dwelling,66,Greenwich
201104,Criminal Damage,Criminal Damage To Other Building,17,Greenwich
201104,Theft and Handling,Other Theft,220,Greenwich
201104,Other Notifiable Offences,Going Equipped,3,Greenwich
201104,Violence Against The Person,Wounding/GBH,27,Greenwich
201104,Violence Against The Person,Other Violence,23,Greenwich
201104,Violence Against The Person,Offensive Weapon,4,Bexley
201104,Drugs,Possession Of Drugs,71,Bexley
201104,Theft and Handling,Other Theft,113,Bexley
201104,Violence Against The Person,Wounding/GBH,9,Bexley
201104,Violence Against The Person,Harassment,65,Bexley
201104,Criminal Damage,Criminal Damage To Other Building,12,Bexley
201104,Violence Against The Person,Other Violence,9,Bexley
201104,Sexual Offences,Other Sexual,11,Bexley
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,48,Bexley
201104,Criminal Damage,Criminal Damage To Motor Vehicle,65,Bexley
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,14,Bexley
201104,Violence Against The Person,Assault With Injury,90,Bexley
201104,Theft and Handling,Handling Stolen Goods,1,Bexley
201104,Criminal Damage,Criminal Damage To Dwelling,39,Bexley
201104,Theft and Handling,Motor Vehicle Interference and Tampering,7,Bexley
201104,Other Notifiable Offences,Going Equipped,1,Bexley
201104,Fraud and Forgery,Other Fraud and Forgery,11,Bexley
201104,Criminal Damage,Other Criminal Damage,31,Bexley
201104,Burglary,Burglary In Other Buildings,53,Bexley
201104,Fraud and Forgery,Counted Per Victim,19,Bexley
201104,Other Notifiable Offences,Other Notifiable,8,Bexley
201104,Theft and Handling,Theft Person,14,Bexley
201104,Robbery,Personal Property,19,Bexley
201104,Theft and Handling,Theft From Shops,56,Bexley
201104,Burglary,Burglary In A Dwelling,53,Bexley
201104,Drugs,Drug Trafficking,4,Bexley
201104,Theft and Handling,Theft From Motor Vehicle,96,Bexley
201104,Sexual Offences,Rape,2,Bexley
201104,Violence Against The Person,Common Assault,56,Bexley
201104,Theft and Handling,Theft Person,7,NULL
201104,Violence Against The Person,Other Violence,1,NULL
201104,Theft and Handling,Other Theft,118,NULL
201104,Violence Against The Person,Assault With Injury,1,NULL
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,3,NULL
201104,Criminal Damage,Other Criminal Damage,1,NULL
201104,Fraud and Forgery,Other Fraud and Forgery,19,NULL
201104,Theft and Handling,Theft From Motor Vehicle,1,NULL
201104,Theft and Handling,Theft From Shops,20,NULL
201104,Drugs,Possession Of Drugs,10,NULL
201104,Theft and Handling,Handling Stolen Goods,2,NULL
201104,Fraud and Forgery,Counted Per Victim,5,NULL
201104,Criminal Damage,Criminal Damage To Motor Vehicle,1,NULL
201104,Violence Against The Person,Common Assault,4,NULL
201104,Other Notifiable Offences,Other Notifiable,28,NULL
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,2,NULL
201104,Sexual Offences,Other Sexual,2,NULL
201104,Violence Against The Person,Harassment,3,NULL
201104,Violence Against The Person,Offensive Weapon,10,NULL
201104,Burglary,Burglary In Other Buildings,1,NULL
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,73,Barnet
201104,Sexual Offences,Other Sexual,20,Barnet
201104,Other Notifiable Offences,Going Equipped,3,Barnet
201104,Theft and Handling,Motor Vehicle Interference and Tampering,31,Barnet
201104,Robbery,Business Property,7,Barnet
201104,Theft and Handling,Other Theft,254,Barnet
201104,Violence Against The Person,Wounding/GBH,14,Barnet
201104,Violence Against The Person,Offensive Weapon,6,Barnet
201104,Theft and Handling,Theft From Shops,123,Barnet
201104,Criminal Damage,Criminal Damage To Other Building,29,Barnet
201104,Theft and Handling,Handling Stolen Goods,3,Barnet
201104,Robbery,Personal Property,125,Barnet
201104,Burglary,Burglary In A Dwelling,291,Barnet
201104,Criminal Damage,Criminal Damage To Dwelling,64,Barnet
201104,Sexual Offences,Rape,3,Barnet
201104,Violence Against The Person,Common Assault,114,Barnet
201104,Drugs,Possession Of Drugs,80,Barnet
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,18,Barnet
201104,Drugs,Drug Trafficking,9,Barnet
201104,Criminal Damage,Criminal Damage To Motor Vehicle,104,Barnet
201104,Theft and Handling,Theft Person,56,Barnet
201104,Other Notifiable Offences,Other Notifiable,18,Barnet
201104,Burglary,Burglary In Other Buildings,123,Barnet
201104,Violence Against The Person,Assault With Injury,143,Barnet
201104,Violence Against The Person,Harassment,91,Barnet
201104,Fraud and Forgery,Counted Per Victim,94,Barnet
201104,Violence Against The Person,Other Violence,15,Barnet
201104,Criminal Damage,Other Criminal Damage,65,Barnet
201104,Fraud and Forgery,Other Fraud and Forgery,38,Barnet
201104,Theft and Handling,Theft From Motor Vehicle,229,Barnet
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,54,Richmond upon Thames
201104,Criminal Damage,Other Criminal Damage,32,Richmond upon Thames
201104,Fraud and Forgery,Other Fraud and Forgery,14,Richmond upon Thames
201104,Violence Against The Person,Assault With Injury,57,Richmond upon Thames
201104,Theft and Handling,Theft From Motor Vehicle,95,Richmond upon Thames
201104,Criminal Damage,Criminal Damage To Dwelling,20,Richmond upon Thames
201104,Violence Against The Person,Harassment,53,Richmond upon Thames
201104,Other Notifiable Offences,Other Notifiable,9,Richmond upon Thames
201104,Fraud and Forgery,Counted Per Victim,21,Richmond upon Thames
201104,Theft and Handling,Theft Person,23,Richmond upon Thames
201104,Drugs,Drug Trafficking,1,Richmond upon Thames
201104,Violence Against The Person,Common Assault,51,Richmond upon Thames
201104,Violence Against The Person,Other Violence,3,Richmond upon Thames
201104,Criminal Damage,Criminal Damage To Other Building,17,Richmond upon Thames
201104,Theft and Handling,Theft From Shops,79,Richmond upon Thames
201104,Burglary,Burglary In Other Buildings,94,Richmond upon Thames
201104,Burglary,Burglary In A Dwelling,87,Richmond upon Thames
201104,Sexual Offences,Rape,7,Richmond upon Thames
201104,Robbery,Personal Property,14,Richmond upon Thames
201104,Criminal Damage,Criminal Damage To Motor Vehicle,57,Richmond upon Thames
201104,Drugs,Possession Of Drugs,51,Richmond upon Thames
201104,Other Notifiable Offences,Going Equipped,1,Richmond upon Thames
201104,Sexual Offences,Other Sexual,8,Richmond upon Thames
201104,Theft and Handling,Other Theft,152,Richmond upon Thames
201104,Violence Against The Person,Wounding/GBH,6,Richmond upon Thames
201104,Robbery,Business Property,1,Richmond upon Thames
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,27,Richmond upon Thames
201104,Theft and Handling,Motor Vehicle Interference and Tampering,8,Richmond upon Thames
201104,Theft and Handling,Motor Vehicle Interference and Tampering,13,Hounslow
201104,Sexual Offences,Rape,4,Hounslow
201104,Theft and Handling,Handling Stolen Goods,1,Hounslow
201104,Violence Against The Person,Wounding/GBH,20,Hounslow
201104,Robbery,Business Property,1,Hounslow
201104,Sexual Offences,Other Sexual,20,Hounslow
201104,Theft and Handling,Other Theft,235,Hounslow
201104,Burglary,Burglary In Other Buildings,73,Hounslow
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,69,Hounslow
201104,Theft and Handling,Theft From Shops,101,Hounslow
201104,Violence Against The Person,Offensive Weapon,9,Hounslow
201104,Criminal Damage,Criminal Damage To Other Building,27,Hounslow
201104,Robbery,Personal Property,39,Hounslow
201104,Criminal Damage,Criminal Damage To Dwelling,38,Hounslow
201104,Burglary,Burglary In A Dwelling,152,Hounslow
201104,Theft and Handling,Theft Person,43,Hounslow
201104,Drugs,Drug Trafficking,9,Hounslow
201104,Criminal Damage,Criminal Damage To Motor Vehicle,110,Hounslow
201104,Drugs,Possession Of Drugs,105,Hounslow
201104,Theft and Handling,Theft From Motor Vehicle,207,Hounslow
201104,Fraud and Forgery,Other Fraud and Forgery,23,Hounslow
201104,Violence Against The Person,Common Assault,140,Hounslow
201104,Violence Against The Person,Harassment,136,Hounslow
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,71,Hounslow
201104,Criminal Damage,Other Criminal Damage,43,Hounslow
201104,Other Notifiable Offences,Other Notifiable,29,Hounslow
201104,Fraud and Forgery,Counted Per Victim,68,Hounslow
201104,Violence Against The Person,Other Violence,23,Hounslow
201104,Violence Against The Person,Assault With Injury,170,Hounslow
201104,Burglary,Burglary In A Dwelling,59,Kingston upon Thames
201104,Theft and Handling,Other Theft,122,Kingston upon Thames
201104,Drugs,Possession Of Drugs,68,Kingston upon Thames
201104,Sexual Offences,Rape,3,Kingston upon Thames
201104,Theft and Handling,Theft From Motor Vehicle,50,Kingston upon Thames
201104,Theft and Handling,Theft/Taking Of Motor Vehicle,9,Kingston upon Thames
201104,Theft and Handling,Motor Vehicle Interference and Tampering,4,Kingston upon Thames
201104,Violence Against The Person,Common Assault,48,Kingston upon Thames
201104,Violence Against The Person,Assault With Injury,76,Kingston upon Thames
201104,Sexual Offences,Other Sexual,16,Kingston upon Thames
201104,Fraud and Forgery,Other Fraud and Forgery,18,Kingston upon Thames
201104,Violence Against The Person,Offensive Weapon,4,Kingston upon Thames
201104,Other Notifiable Offences,Other Notifiable,11,Kingston upon Thames
201104,Violence Against The Person,Harassment,18,Kingston upon Thames
201104,Criminal Damage,Other Criminal Damage,30,Kingston upon Thames
201104,Fraud and Forgery,Counted Per Victim,26,Kingston upon Thames
201104,Violence Against The Person,Wounding/GBH,19,Kingston upon Thames
201104,Theft and Handling,Theft/Taking Of Pedal Cycle,51,Kingston upon Thames
201104,Drugs,Drug Trafficking,9,Kingston upon Thames
201104,Theft and Handling,Theft Person,30,Kingston upon Thames
201104,Theft and Handling,Theft From Shops,115,Kingston upon Thames
201104,Robbery,Personal Property,14,Kingston upon Thames
