Vote,,,,,,,,
Submission Details,,,,,,,,
Serial,SID,IP Address,Articulates a vision,Motivates others,Makes effective decisions,Willingness to confront tough issues,Impacts history,Node
71237,71443,73.20.43.119,5,5,5,5,5,node/47
71238,71444,78.168.159.129,5,5,5,5,5,node/88
71239,71445,73.20.43.119,5,5,5,5,5,node/47
71240,71446,85.102.65.52,5,5,5,5,5,node/88
71241,71447,176.216.181.244,5,5,5,5,5,node/88
71242,71448,85.102.65.52,5,5,5,5,5,node/88
71243,71449,109.228.236.156,5,5,5,5,5,node/88
71244,71450,176.240.41.26,5,5,5,5,5,node/88
71245,71451,176.33.163.16,5,5,5,5,5,node/88
71246,71452,208.54.85.147,4.5,5,5,5,5,node/88
71247,71453,78.183.126.46,5,5,5,5,5,node/88
71248,71454,78.175.48.38,5,5,5,5,5,node/88
71249,71455,88.233.54.124,5,5,5,5,5,node/105
71250,71456,209.181.252.22,3.5,5,4,4,5,node/110
71251,71457,88.233.54.124,5,5,5,5,5,node/85
71252,71458,50.175.40.220,1,1,1,1,1,node/88
71253,71459,176.240.179.61,5,5,5,5,5,node/88
71254,71460,94.79.67.125,5,5,5,5,5,node/88
71255,71461,94.122.109.90,5,5,5,5,5,node/88
71256,71462,109.228.199.239,5,5,5,5,5,node/88
71257,71463,83.66.159.74,5,5,5,5,5,node/88
71258,71464,83.66.159.74,5,5,5,5,5,node/88
71259,71465,176.240.179.61,5,5,5,5,5,node/88
71260,71466,92.44.87.219,5,5,5,5,5,node/88
71261,71467,84.113.94.154,5,5,5,5,5,node/88
71262,71468,98.200.95.29,5,5,5,5,5,node/60
71263,71469,88.226.93.71,5,5,5,5,5,node/88
71264,71470,98.200.95.29,5,5,5,5,5,node/83
71265,71471,88.224.233.46,5,5,5,5,5,node/88
71266,71472,151.250.14.103,5,5,5,5,5,node/88
71267,71473,188.58.8.51,5,5,5,5,5,node/88
71268,71474,73.167.95.29,5,5,5,5,5,node/88
71269,71475,92.44.87.219,5,5,5,5,5,node/88
71270,71476,5.46.215.232,5,5,5,5,5,node/88
71271,71477,92.44.100.28,5,5,5,5,5,node/88
71272,71478,88.241.32.170,5,5,5,5,5,node/88
71273,71479,88.241.32.170,5,5,5,5,5,node/88
71274,71480,88.241.30.103,5,5,5,5,5,node/88
71275,71481,176.219.147.37,5,5,5,5,5,node/88
71276,71482,94.123.233.20,5,5,5,5,5,node/88
71277,71483,94.123.233.20,5,5,5,5,5,node/88
71278,71484,24.133.140.88,5,5,5,5,5,node/88
71279,71485,92.44.102.61,5,5,5,5,5,node/88
71280,71486,24.133.140.88,5,5,5,5,5,node/88
71281,71487,92.44.102.61,5,5,5,5,5,node/88
71282,71488,94.123.237.90,5,5,5,5,5,node/88
71283,71489,78.179.82.110,5,5,5,5,5,node/88
71284,71490,72.81.222.29,5,5,5,5,5,node/88
71285,71491,176.219.147.37,5,5,5,5,5,node/88
71286,71492,78.179.82.110,5,5,5,5,5,node/88
71287,71493,176.219.147.37,5,5,5,5,5,node/88
71288,71494,95.5.63.50,5,5,5,5,5,node/88
71289,71495,176.219.147.37,5,5,5,5,5,node/88
71290,71496,95.5.63.50,5,5,5,5,5,node/88
71291,71497,176.219.147.37,5,5,5,5,5,node/88
71292,71498,78.165.1.92,5,5,5,5,5,node/88
71293,71499,168.150.122.217,5,5,5,5,5,node/88
71294,71500,94.55.217.20,5,5,5,5,5,node/85
71295,71501,94.122.102.171,5,5,5,5,5,node/88
71296,71502,78.177.190.11,5,5,5,5,5,node/88
71297,71503,94.122.102.171,5,5,5,5,5,node/38
71298,71504,78.191.12.30,5,5,5,5,5,node/88
71299,71505,78.225.160.245,5,4.5,5,5,5,node/88
71300,71506,151.250.24.37,5,5,5,5,5,node/88
71301,71507,91.93.55.173,5,5,5,5,5,node/88
71302,71508,24.86.171.58,5,5,5,5,5,node/88
71303,71509,95.8.150.215,5,5,5,5,5,node/88
71304,71510,85.76.146.209,5,5,5,5,5,node/85
71305,71511,212.253.181.68,5,5,5,5,5,node/88
71306,71512,151.250.17.35,5,5,5,5,5,node/88
71307,71513,88.235.21.109,5,5,5,5,5,node/88
71308,71514,85.48.124.125,5,5,5,5,5,node/88
71309,71515,151.250.17.35,5,5,5,5,5,node/114
71310,71516,85.107.231.99,5,5,5,5,5,node/88
71311,71517,151.250.17.35,5,5,5,5,5,node/69
71312,71518,151.250.17.35,5,5,5,5,5,node/114
71313,71519,151.250.17.35,5,5,5,5,5,node/88
71314,71520,151.250.17.35,5,5,5,5,5,node/88
71315,71521,151.250.17.35,5,5,5,5,5,node/88
71316,71522,151.250.17.35,5,5,5,5,5,node/88
71317,71523,151.250.17.35,5,5,5,5,5,node/88
71318,71524,151.250.17.35,5,5,5,5,5,node/88
71319,71525,151.250.17.35,5,5,5,5,5,node/88
71320,71526,96.2.120.169,4.5,2.5,3.5,2.5,3,node/41
71321,71527,96.2.120.169,4.5,2.5,3.5,2.5,3,node/41
71322,71528,151.250.17.35,5,5,5,5,5,node/88
71323,71529,96.2.120.169,5,5,5,5,2.5,node/60
71324,71530,151.250.17.35,5,5,5,5,5,node/88
71325,71531,151.250.17.35,5,5,5,5,5,node/88
71326,71532,151.250.17.35,5,5,5,5,5,node/88
71327,71533,151.250.17.35,5,5,5,5,5,node/88
71328,71534,151.250.17.35,5,5,5,5,5,node/88
71329,71535,151.250.17.35,5,5,5,5,5,node/88
71330,71536,151.250.17.35,5,5,5,5,5,node/114
71331,71537,151.250.17.35,5,5,5,5,5,node/114
71332,71538,94.122.126.192,5,5,5,5,5,node/88
71333,71539,85.100.42.213,5,5,5,5,5,node/88
71334,71540,94.122.126.192,5,4.5,5,5,5,node/88
71335,71541,151.250.17.35,5,5,5,5,5,node/38
71336,71542,151.250.17.35,5,5,5,5,5,node/38
71337,71543,151.250.17.35,5,5,5,5,5,node/38
71338,71544,151.250.17.35,5,5,5,5,5,node/46
71339,71545,78.186.69.181,5,5,5,5,5,node/88
71340,71546,151.250.17.35,5,5,5,5,5,node/46
71341,71547,78.186.69.181,5,5,5,5,5,node/88
71342,71548,151.250.17.35,5,5,5,5,5,node/46
71343,71549,151.250.17.35,5,5,5,5,5,node/46
71344,71550,151.250.17.35,5,5,5,5,5,node/51
71345,71551,151.250.17.35,5,5,5,5,5,node/51
71346,71552,151.250.17.35,5,5,5,5,5,node/113
71347,71553,151.250.17.35,5,5,5,5,5,node/113
71348,71554,151.250.17.35,5,5,5,5,5,node/113
71349,71555,176.219.149.12,5,5,5,5,5,node/88
71350,71556,188.59.107.118,5,5,5,5,5,node/88
71351,71557,88.251.127.253,5,5,5,5,5,node/88
71352,71558,88.251.127.253,5,5,5,5,5,node/88
71353,71559,101.188.53.143,5,5,5,5,5,node/88
71354,71560,78.190.104.4,5,5,5,5,5,node/88
71355,71561,68.194.247.146,5,5,5,5,5,node/88
71356,71562,188.59.107.118,5,5,5,5,5,node/85
71357,71563,193.140.238.149,5,5,5,5,5,node/88
71358,71564,78.176.209.127,5,5,5,5,5,node/88
71359,71565,78.176.209.127,5,5,5,5,5,node/88
71360,71566,41.254.1.131,5,5,5,5,5,node/88
71361,71567,176.238.44.10,5,5,5,5,5,node/88
71362,71568,88.234.63.243,5,5,5,5,5,node/88
71363,71569,88.234.63.243,5,5,5,5,5,node/88
71364,71570,72.80.198.58,5,5,5,5,5,node/88
71365,71571,176.239.130.70,5,5,5,5,5,node/88
71366,71572,176.239.130.70,5,5,5,5,5,node/88
71367,71573,176.219.146.20,5,5,5,5,5,node/88
71368,71574,188.58.10.244,5,5,5,5,5,node/88
71369,71575,78.178.126.81,5,5,5,5,5,node/88
71370,71576,85.96.52.122,5,5,5,5,5,node/88
71371,71577,206.174.246.76,5,5,5,5,5,node/88
71372,71578,87.212.17.160,5,5,5,5,5,node/85
71373,71579,50.175.40.220,1,1,1,1,1,node/88
71374,71580,87.212.17.160,5,5,5,5,5,node/85
71375,71581,50.175.40.220,1,1,1,1,1,node/88
71376,71582,50.175.40.220,1,1,1,1,1,node/88
71377,71583,87.212.17.160,5,5,5,5,5,node/85
71378,71584,50.175.40.220,1,1,1,1,1,node/88
71379,71585,85.96.31.244,5,5,5,5,5,node/88
71380,71586,50.175.40.220,1,1,1,1,1,node/88
71381,71587,50.175.40.220,1,1,1,1,1,node/88
71382,71588,50.175.40.220,1,1,1,1,1,node/88
71383,71589,50.175.40.220,1,1,1,1,1,node/88
71384,71590,50.175.40.220,1,1,1,1,1,node/88
71385,71591,50.175.40.220,1,1,1,1,1,node/88
71386,71592,24.16.71.13,5,5,5,5,5,node/88
71387,71593,50.175.40.220,1,1,1,1,1,node/88
71388,71594,31.186.228.170,5,5,5,5,5,node/88
71389,71595,162.242.42.46,5,5,5,5,5,node/88
71390,71596,50.175.40.220,1,1,1,1,1,node/88
71391,71597,85.54.42.29,5,5,5,5,5,node/88
71392,71598,85.54.42.29,5,5,5,5,5,node/88
71393,71599,85.54.42.29,5,5,5,5,5,node/88
71394,71600,71.30.104.137,5,5,5,5,5,node/88
71395,71601,85.107.158.56,5,5,5,5,5,node/88
71396,71602,85.107.42.29,5,5,5,5,5,node/88
71397,71603,96.2.120.169,4,2,4.5,3.5,4.5,node/108
71398,71604,67.86.251.14,5,5,5,5,5,node/88
71399,71605,67.86.251.14,5,5,5,5,5,node/88
71400,71606,68.194.247.146,5,5,5,5,5,node/88
71401,71607,96.2.120.169,2.5,3.5,4.5,4,2.5,node/87
71402,71608,88.253.11.146,5,5,5,5,5,node/88
71403,71609,95.5.173.170,5,5,5,5,5,node/88
71404,71610,95.5.173.170,5,5,5,5,5,node/88
71405,71611,95.5.173.170,5,5,5,5,5,node/88
71406,71612,114.160.45.6,5,5,5,5,5,node/88
71407,71613,114.160.45.6,5,5,5,5,5,node/88
71408,71614,72.66.73.87,5,5,5,5,5,node/88
71409,71615,75.73.203.177,2.5,4,4.5,4,4.5,node/50
71410,71616,95.5.173.170,5,5,5,5,5,node/88
71411,71617,41.140.97.227,5,5,5,5,5,node/88
71412,71618,41.140.97.227,5,5,5,5,5,node/88
71413,71619,75.79.156.35,5,5,5,1,4.5,node/53
71414,71620,32.214.179.96,5,5,4.5,5,5,node/87
71415,71621,78.179.62.102,5,5,5,5,5,node/88
71416,71622,96.2.120.169,5,5,5,5,5,node/83
71417,71623,76.110.232.148,5,5,5,5,5,node/88
71418,71624,116.212.227.17,5,5,5,5,5,node/88
71419,71625,213.43.144.150,5,5,5,5,5,node/88
71420,71626,50.175.40.220,1,1,1,1,1,node/88
71421,71627,95.5.189.190,5,5,5,5,5,node/88
71422,71628,76.110.232.148,5,5,5,5,5,node/88
71423,71629,176.239.22.158,1,1,1,1,1,node/88
71424,71630,5.250.143.180,5,5,5,5,5,node/88
71425,71631,73.8.124.132,5,5,5,5,5,node/88
71426,71632,5.250.143.180,5,5,5,5,5,node/88
71427,71633,96.2.120.169,5,3,5,4,5,node/67
71428,71634,50.175.40.220,1,1,1,1,1,node/88
71429,71635,50.175.40.220,1,1,1,1,1,node/88
71430,71636,50.175.40.220,1,1,1,1,1,node/88
71431,71637,50.175.40.220,1,1,1,1,1,node/88
71432,71638,50.175.40.220,1,1,1,1,1,node/88
71433,71639,98.165.213.212,5,5,5,5,5,node/88
71434,71640,188.58.41.99,5,5,5,5,5,node/88
71435,71641,98.165.213.212,5,5,5,5,5,node/88
71436,71642,99.122.252.223,5,5,5,5,5,node/88
71437,71643,176.219.175.47,5,5,5,5,5,node/88
71438,71644,217.131.121.52,5,5,5,5,5,node/88
71439,71645,178.240.149.92,5,5,5,5,5,node/88
71440,71646,218.102.81.5,5,5,5,5,5,node/88
71441,71647,24.124.115.216,5,5,5,5,5,node/88
71442,71648,24.124.115.216,5,5,5,5,5,node/88
71443,71649,24.124.115.216,5,5,5,5,5,node/88
71444,71650,24.124.115.216,5,5,5,5,5,node/88
71445,71651,98.250.48.36,5,5,5,5,5,node/88
71446,71652,50.175.40.220,1,1,1,1,1,node/88
71447,71653,70.211.68.18,5,5,5,5,5,node/88
71448,71654,213.9.157.167,5,5,5,5,5,node/88
71449,71655,212.252.56.38,5,5,5,5,5,node/88
71450,71656,212.252.56.38,5,5,5,5,5,node/88
71451,71657,68.40.182.51,5,5,5,5,5,node/88
71452,71658,68.40.182.51,5,5,5,5,5,node/88
71453,71659,88.235.144.216,5,5,5,5,5,node/88
71454,71660,31.200.13.86,5,5,5,5,5,node/88
71455,71661,207.244.77.9,5,5,5,5,5,node/88
71456,71662,96.27.5.130,5,5,5,5,5,node/88
71457,71663,107.198.142.151,5,5,5,5,5,node/88
71458,71664,198.53.201.15,5,5,5,5,5,node/88
71459,71665,107.198.142.151,5,5,5,5,5,node/88
71460,71666,107.198.142.151,5,5,5,5,5,node/88
71461,71667,107.198.142.151,5,5,5,5,5,node/88
71462,71668,24.102.104.25,5,5,5,5,5,node/88
71463,71669,88.236.173.241,5,5,5,5,5,node/88
71464,71670,50.141.244.106,5,5,5,5,5,node/88
71465,71671,78.175.236.78,5,5,5,5,5,node/88
71466,71672,78.168.46.247,5,5,5,5,5,node/88
71467,71673,108.67.102.130,5,5,5,5,5,node/88
71468,71674,78.168.46.247,5,5,5,5,5,node/105
71469,71675,66.216.242.223,3,4,5,5,5,node/47
71470,71676,96.51.80.114,5,5,5,5,5,node/88
71471,71677,81.213.43.4,5,5,5,5,5,node/88
71472,71678,96.51.80.114,5,5,5,5,5,node/88
71473,71679,81.213.43.4,5,5,5,5,5,node/88
71474,71680,208.54.85.216,5,5,5,5,5,node/88
71475,71681,184.152.39.30,5,5,5,5,5,node/88
71476,71682,96.51.80.114,5,5,5,5,5,node/88
71477,71683,208.54.85.216,5,5,5,5,5,node/88
71478,71684,85.110.209.56,1,1,1.5,1,1,node/88
71479,71685,24.124.115.216,1.5,1,2,2.5,2,node/78
71480,71686,24.124.115.216,1.5,1,2,2.5,2,node/78
71481,71687,98.253.178.248,5,5,5,5,5,node/88
71482,71688,85.110.209.56,5,5,5,5,5,node/88
71483,71689,184.152.39.30,5,5,5,5,5,node/85
71484,71690,85.105.86.246,5,5,5,5,5,node/88
71485,71691,62.29.31.19,5,5,5,5,5,node/88
71486,71692,62.29.31.19,5,5,5,5,5,node/88
71487,71693,70.211.75.249,5,5,5,5,5,node/88
71488,71694,172.56.26.1,1,1,1,1,1,node/88
71489,71695,108.6.136.231,5,5,5,5,5,node/88
71490,71696,97.91.155.215,5,5,5,5,5,node/88
71491,71697,97.91.155.215,5,5,5,5,5,node/88
71492,71698,78.180.80.94,5,5,5,5,5,node/88
71493,71699,85.97.68.13,5,5,5,5,5,node/88
71494,71700,24.252.134.3,5,5,5,5,5,node/88
71495,71701,86.169.255.159,5,5,5,5,5,node/88
71496,71702,92.45.133.180,5,5,5,5,5,node/88
71497,71703,86.169.255.159,5,5,5,5,5,node/88
71498,71704,203.219.192.214,5,4,5,5,5,node/88
71499,71705,92.45.133.180,5,5,5,5,5,node/85
71500,71706,46.196.219.229,5,5,5,5,5,node/88
71501,71707,46.196.219.229,5,5,5,5,5,node/88
71502,71708,78.171.139.141,5,5,5,5,5,node/88
71503,71709,195.214.190.64,5,5,5,5,5,node/88
71504,71710,46.197.255.21,5,5,5,5,5,node/85
71505,71711,46.197.255.21,5,5,5,5,5,node/85
71506,71712,74.70.137.30,5,5,5,5,5,node/88
71507,71713,78.180.132.199,5,5,5,5,5,node/88
71508,71714,78.180.132.199,5,5,5,5,5,node/105
71509,71715,78.180.132.199,5,5,5,5,5,node/85
71510,71716,166.216.157.29,5,5,5,5,5,node/88
71511,71717,88.230.71.4,5,5,4.5,5,5,node/88
71512,71718,108.40.192.212,5,5,5,5,5,node/88
71513,71719,151.250.46.166,5,5,5,5,5,node/88
71514,71720,69.181.132.32,5,5,5,5,5,node/88
71515,71721,78.161.80.219,5,5,5,5,5,node/88
71516,71722,69.181.132.32,5,5,5,5,5,node/88
71517,71723,95.8.250.215,5,5,5,5,5,node/85
71518,71724,86.96.18.138,5,5,5,5,5,node/88
71519,71725,85.104.225.115,5,5,5,5,5,node/88
71520,71726,110.23.54.203,5,5,5,5,5,node/88
71521,71727,94.121.160.167,5,5,5,5,5,node/88
71522,71728,216.189.167.117,5,5,5,5,5,node/88
71523,71729,94.121.160.167,5,5,5,5,5,node/88
71524,71730,88.235.200.228,5,5,5,5,5,node/88
71525,71731,88.235.200.228,5,5,5,5,5,node/88
71526,71732,92.45.178.98,5,5,5,5,5,node/88
71527,71733,46.197.214.76,5,5,5,5,5,node/88
71528,71734,46.196.224.66,5,5,5,5,5,node/88
71529,71735,118.209.140.70,5,5,5,5,5,node/88
71530,71736,70.185.180.194,5,5,5,5,5,node/88
71531,71737,96.27.122.231,5,5,5,5,5,node/88
71532,71738,203.25.230.151,5,5,5,5,5,node/88
71533,71739,203.25.230.151,5,5,5,5,5,node/88
71534,71740,94.20.217.54,5,5,5,5,5,node/88
71535,71741,118.209.140.70,5,5,5,5,5,node/88
71536,71742,88.230.138.206,5,5,5,5,5,node/88
71537,71743,118.209.140.70,5,5,5,5,5,node/88
71538,71744,81.213.54.144,5,5,5,5,5,node/88
71539,71745,78.162.230.184,5,5,5,5,5,node/88
71540,71746,174.6.124.236,5,5,5,5,5,node/88
71541,71747,118.209.140.70,5,5,5,5,5,node/88
71542,71748,174.6.124.236,5,5,5,5,5,node/88
71543,71749,118.209.140.70,5,5,5,5,5,node/88
71544,71750,78.170.158.221,5,5,5,5,5,node/88
71545,71751,37.154.168.232,5,5,5,5,5,node/88
71546,71752,176.90.156.143,5,5,5,5,5,node/88
71547,71753,78.171.217.14,5,5,5,5,5,node/85
71548,71754,85.110.159.5,5,5,5,5,5,node/88
71549,71755,78.162.243.66,5,5,5,5,5,node/88
71550,71756,78.162.243.66,5,5,5,5,5,node/88
71551,71757,88.235.226.159,5,5,5,5,5,node/88
71552,71758,73.9.100.78,5,5,5,5,5,node/88
71553,71759,88.235.234.237,5,5,5,5,5,node/88
71554,71760,217.165.23.94,5,5,5,5,5,node/88
71555,71761,217.165.23.94,5,5,5,5,5,node/88
71556,71762,217.165.23.94,5,5,5,5,5,node/88
71557,71763,81.245.211.130,5,5,5,5,5,node/88
71558,71764,37.154.0.17,5,5,5,5,5,node/88
71559,71765,37.154.0.17,5,5,5,5,5,node/88
71560,71766,188.57.254.50,5,5,5,5,5,node/88
71561,71767,5.47.5.172,5,5,5,5,5,node/88
71562,71768,99.174.252.6,5,5,5,5,5,node/88
71563,71769,5.47.5.172,5,5,5,5,5,node/88
71564,71770,88.231.124.130,5,5,5,5,5,node/88
71565,71771,88.231.124.130,5,5,5,5,5,node/88
71566,71772,5.47.5.172,5,5,5,5,5,node/88
71567,71773,5.47.5.172,5,5,5,5,5,node/88
71568,71774,88.231.124.130,5,5,5,5,5,node/88
71569,71775,5.47.5.172,5,5,5,5,5,node/88
71570,71776,5.47.5.172,5,5,5,5,5,node/88
71571,71777,37.136.45.150,5,5,5,5,5,node/88
71572,71778,5.47.5.172,5,5,5,5,5,node/88
71573,71779,176.42.111.170,5,5,5,5,5,node/88
71574,71780,176.42.111.170,5,5,5,5,5,node/105
71575,71781,212.252.56.218,5,5,5,5,5,node/88
71576,71782,5.47.111.211,5,5,5,5,5,node/88
71577,71783,78.167.26.140,5,5,5,5,5,node/88
71578,71784,82.167.22.183,5,5,5,5,5,node/88
71579,71785,178.233.94.176,5,5,5,5,5,node/88
71580,71786,195.235.250.84,5,5,5,5,5,node/88
71581,71787,5.46.68.231,5,5,5,5,5,node/88
71582,71788,108.67.102.130,5,5,5,5,5,node/88
71583,71789,213.74.229.225,5,5,5,5,5,node/88
71584,71790,5.46.50.141,5,5,5,5,5,node/88
71585,71791,172.6.173.71,5,5,5,5,5,node/88
71586,71792,176.40.150.188,5,5,5,5,5,node/88
71587,71793,78.160.57.185,5,5,5,5,5,node/88
71588,71794,92.44.7.127,5,5,5,5,5,node/85
71589,71795,78.166.221.66,5,5,5,5,5,node/88
71590,71796,176.33.223.180,5,5,5,5,5,node/88
71591,71797,176.33.223.180,5,5,5,5,5,node/88
71592,71798,78.176.116.74,5,5,5,5,5,node/88
71593,71799,62.29.125.106,5,5,5,5,5,node/88
71594,71800,176.41.93.236,5,5,5,5,5,node/88
71595,71801,46.197.255.232,5,5,5,5,5,node/88
71596,71802,88.230.93.35,5,5,5,5,5,node/88
71597,71803,188.57.123.45,5,5,5,5,5,node/88
71598,71804,95.43.59.95,5,5,5,5,5,node/88
71599,71805,31.209.104.10,5,3,5,5,5,node/91
71600,71806,98.226.56.201,5,5,5,5,5,node/88
71601,71807,5.47.204.14,5,5,5,5,5,node/88
71602,71808,31.209.104.10,5,5,5,5,5,node/88
71603,71809,68.67.93.249,5,5,5,5,5,node/88
71604,71810,94.121.52.253,5,5,5,5,5,node/88
71605,71811,68.67.93.249,5,5,5,3.5,4,node/105
71606,71812,172.6.173.71,5,5,5,5,5,node/88
71607,71813,176.219.166.107,5,5,5,5,5,node/88
71608,71814,188.58.69.139,5,5,5,5,5,node/88
71609,71815,99.190.127.75,5,5,5,5,5,node/88
71610,71816,212.253.107.28,5,5,5,5,5,node/88
71611,71817,68.67.93.249,5,5,5,5,4,node/51
71612,71818,99.190.127.75,5,5,5,5,5,node/88
71613,71819,195.142.92.2,5,5,5,5,5,node/88
71614,71820,195.142.92.2,5,5,5,5,5,node/88
71615,71821,78.179.107.24,5,5,5,5,5,node/88
71616,71822,94.122.17.243,5,5,5,5,5,node/88
71617,71823,88.246.117.6,5,5,5,5,5,node/88
71618,71824,94.122.17.243,5,4.5,5,5,5,node/88
71619,71825,5.47.115.193,5,5,5,5,5,node/88
71620,71826,94.122.17.243,5,5,5,5,5,node/85
71621,71827,78.187.126.95,5,5,5,5,5,node/88
71622,71828,178.240.221.13,5,5,5,5,5,node/88
71623,71829,178.240.221.13,5,5,5,5,5,node/88
71624,71830,95.8.154.254,5,5,5,5,5,node/88
71625,71831,217.131.101.55,5,5,5,5,5,node/88
71626,71832,88.238.215.6,5,5,5,5,5,node/88
71627,71833,50.13.59.55,5,5,5,5,5,node/88
71628,71834,217.131.101.55,5,5,5,5,5,node/88
71629,71835,217.131.101.55,5,5,5,5,5,node/88
71630,71836,50.13.59.55,5,5,5,5,5,node/88
71631,71837,88.238.215.6,5,5,5,5,5,node/88
71632,71838,217.131.101.55,5,5,5,5,5,node/88
71633,71839,217.131.101.55,5,5,5,5,5,node/88
71634,71840,188.57.178.246,5,5,5,5,5,node/88
71635,71841,212.252.97.69,5,5,5,5,5,node/88
71636,71842,212.252.97.69,5,5,5,5,5,node/88
71637,71843,212.252.97.69,5,5,5,5,5,node/88
71638,71844,178.245.240.195,5,5,5,5,5,node/88
71639,71845,188.58.68.98,5,5,5,5,5,node/88
71640,71846,78.171.104.137,5,5,5,5,5,node/88
71641,71847,78.171.135.240,5,5,5,5,5,node/88
71642,71848,88.227.227.65,5,5,5,5,5,node/88
71643,71849,78.171.135.240,5,5,5,5,5,node/88
71644,71850,78.171.135.240,5,5,5,5,5,node/88
71645,71851,176.219.145.37,1,1,1,1,1,node/88
71646,71852,178.192.69.94,5,5,5,5,5,node/88
71647,71853,212.215.224.73,5,5,5,5,5,node/88
71648,71854,212.215.224.73,5,5,5,5,5,node/88
71649,71855,78.179.99.135,5,5,5,5,5,node/88
71650,71856,5.47.213.86,4.5,5,5,5,5,node/85
71651,71857,78.171.50.42,5,5,5,5,4.5,node/88
71652,71858,24.60.191.250,5,5,5,5,5,node/88
71653,71859,81.214.206.240,5,5,5,5,5,node/88
71654,71860,178.240.87.154,5,5,5,5,5,node/88
71655,71861,178.240.87.154,5,5,5,5,5,node/88
71656,71862,212.156.154.70,5,5,5,5,5,node/88
71657,71863,178.240.117.216,5,5,5,5,5,node/88
71658,71864,195.175.76.158,5,5,5,5,5,node/88
71659,71865,217.68.210.24,5,5,5,5,5,node/88
71660,71866,149.226.254.200,5,5,5,5,5,node/88
71661,71867,217.68.210.24,5,5,5,5,5,node/88
71662,71868,46.1.204.114,5,5,5,5,5,node/88
71663,71869,217.68.210.24,5,5,5,5,5,node/88
71664,71870,202.161.30.134,5,5,4.5,4.5,5,node/88
71665,71871,178.244.226.242,5,5,5,5,5,node/88
71666,71872,85.102.72.125,5,5,5,5,5,node/88
71667,71873,176.219.145.195,5,5,5,5,5,node/88
71668,71874,176.219.145.195,5,5,5,5,5,node/88
71669,71875,176.40.39.114,5,5,5,5,5,node/88
71670,71876,95.14.190.129,5,5,5,5,5,node/88
71671,71877,178.244.226.242,5,5,5,5,5,node/88
71672,71878,78.162.249.4,5,5,5,5,5,node/88
71673,71879,95.14.190.129,5,5,5,5,5,node/88
71674,71880,178.244.226.242,5,5,5,5,5,node/88
71675,71881,178.244.226.242,5,5,5,5,5,node/88
71676,71882,88.245.4.112,5,5,5,5,5,node/88
71677,71883,178.244.226.242,5,5,5,5,5,node/88
71678,71884,178.244.226.242,5,5,5,5,5,node/88
71679,71885,5.47.222.160,4.5,4.5,4.5,4.5,4.5,node/88
71680,71886,188.58.155.249,5,5,5,5,5,node/88
71681,71887,188.58.155.249,5,5,5,5,5,node/88
71682,71888,212.65.157.254,5,5,5,5,5,node/88
71683,71889,178.244.226.242,5,5,5,5,5,node/85
71684,71890,78.162.23.72,5,5,5,5,5,node/88
71685,71891,178.244.226.242,5,5,5,5,4.5,node/85
71686,71892,78.180.68.250,5,5,5,5,5,node/105
71687,71893,178.244.226.242,5,5,5,5,5,node/85
71688,71894,178.244.226.242,5,5,5,5,5,node/85
71689,71895,78.135.9.174,1,1,1,1,1,node/88
71690,71896,78.180.68.250,5,5,5,5,5,node/85
71691,71897,94.121.163.96,5,5,5,5,5,node/88
71692,71898,212.252.182.196,5,5,5,5,5,node/88
71693,71899,78.161.98.205,5,5,5,5,5,node/88
71694,71900,78.181.150.101,5,5,5,5,5,node/88
71695,71901,212.156.73.78,5,5,5,5,5,node/88
71696,71902,212.156.73.78,5,5,5,5,5,node/88
71697,71903,78.186.39.45,5,5,5,5,5,node/88
71698,71904,95.5.113.177,5,5,5,5,5,node/88
71699,71905,212.252.219.188,5,5,5,5,5,node/88
71700,71906,78.186.39.45,5,5,5,5,5,node/88
71701,71907,178.245.128.51,5,5,5,5,5,node/88
71702,71908,212.252.219.188,5,5,5,5,5,node/88
71703,71909,178.233.172.117,5,5,5,5,5,node/88
71704,71910,94.123.203.224,5,5,5,5,5,node/88
71705,71911,94.123.203.224,5,5,5,5,5,node/88
71706,71912,178.233.83.234,5,5,5,5,5,node/88
71707,71913,31.200.17.203,5,5,5,5,5,node/85
71708,71914,178.233.83.234,5,5,5,5,5,node/88
71709,71915,178.233.172.117,5,5,5,5,5,node/88
71710,71916,31.200.17.203,5,5,5,5,5,node/88
71711,71917,212.65.157.254,5,5,5,5,5,node/85
71712,71918,31.200.17.203,5,5,3,5,5,node/86
71713,71919,88.241.98.91,5,5,5,5,5,node/88
71714,71920,94.55.211.156,5,5,5,5,5,node/88
71715,71921,5.47.140.49,5,5,5,5,5,node/88
71716,71922,31.200.17.203,5,5,4,5,3,node/38
71717,71923,24.44.107.119,5,5,5,5,5,node/88
71718,71924,31.200.17.203,5,4,2.5,2.5,3,node/27
71719,71925,24.44.107.119,5,5,5,5,5,node/88
71720,71926,66.87.118.133,5,5,5,5,5,node/88
71721,71927,31.200.10.15,5,5,5,5,5,node/88
71722,71928,24.44.107.119,5,5,5,5,5,node/88
71723,71929,46.196.252.106,5,5,5,5,5,node/88
71724,71930,24.44.107.119,5,5,5,5,5,node/88
71725,71931,46.196.252.106,5,5,5,5,5,node/88
71726,71932,88.229.135.226,5,5,5,5,5,node/88
71727,71933,46.197.109.128,5,5,5,5,5,node/88
71728,71934,78.174.103.56,5,5,5,5,5,node/88
71729,71935,78.174.103.56,5,5,5,5,5,node/88
